,scores,labels
181,0.088625744,0
182,0.09459635,0
183,0.16252881,0
184,0.09459635,0
185,0.45408544,0
186,0.32924113,0
187,0.09459635,0
188,0.09459635,0
189,0.14953464,0
190,0.16331849,0
191,0.09459635,0
192,0.043706194,0
193,0.0025460788,0
194,0.0025460788,0
195,0.0025460788,0
196,0.0026505087,0
197,0.23367737,0
198,0.0025460788,0
199,0.0025460788,0
200,0.043363284,0
201,0.0,0
202,0.0045260764,0
203,0.08997472,0
204,0.3542941,0
205,0.20516922,0
206,0.12876943,0
207,0.079177946,0
208,0.0025460788,0
209,0.0025460788,1
210,0.0025460788,0
211,0.0025460788,0
212,0.0025460788,0
213,0.0025460788,0
214,0.0025460788,0
215,0.0025460788,0
216,0.0025460788,0
217,0.0025460788,0
218,0.0025460788,0
219,0.0025460788,0
220,0.0025460788,0
221,0.01686036,0
222,0.0036624146,0
223,0.0025460788,0
224,0.043307982,0
225,0.034221776,0
226,0.034221776,0
227,0.03529298,0
228,0.034221776,0
229,0.034221776,0
230,0.034221776,0
231,0.12996441,0
232,0.080026284,0
233,0.034221776,0
234,0.16744295,0
235,0.034221776,0
236,0.054146577,0
237,0.034221776,0
238,0.03935118,0
239,0.034221776,0
240,0.034221776,0
241,0.034221776,0
242,0.034221776,0
243,0.036358826,0
244,0.3051131,0
245,0.21928912,0
246,0.19511648,0
247,0.034221776,0
248,0.11347883,0
249,0.034221776,0
250,0.034221776,0
251,0.034221776,0
252,0.048228152,0
253,0.03706386,0
254,0.24330117,0
255,0.25871825,0
256,0.17040837,0
257,0.17040837,0
258,0.17040837,0
259,0.17040837,0
260,0.17040837,0
261,0.17040837,0
262,0.17040837,0
263,0.19588882,0
264,0.17040837,0
265,0.5998208,0
266,0.31947598,0
267,0.30206066,0
268,0.17031592,0
269,0.17040837,0
270,0.17040837,0
271,0.17040837,0
272,0.256199,0
273,0.33354276,0
274,0.80337566,0
275,0.17040837,0
276,0.17040837,0
277,0.17040837,0
278,0.1743478,0
279,0.17040837,0
280,0.17040837,0
281,1.0,0
282,0.17040837,0
283,0.2914739,0
284,0.115361616,0
285,0.18682663,0
286,0.17040837,0
287,0.4394596,0
288,0.121865004,0
289,0.08313852,0
290,0.05892349,0
291,0.05892349,0
292,0.0698748,0
293,0.05892349,0
294,0.05892349,0
295,0.05892349,0
296,0.05892349,0
297,0.05892349,0
298,0.05892349,0
299,0.2684334,0
300,0.122051686,0
301,0.18264683,0
302,0.05892349,0
303,0.16859394,0
304,0.05892349,0
305,0.2558312,0
306,0.070901245,0
307,0.05892349,0
308,0.05892349,0
309,0.09763899,0
310,0.20173243,0
311,0.05892349,0
312,0.0566964,0
313,0.05892349,0
314,0.07562302,0
315,0.05892349,0
316,0.0652156,0
317,0.3424794,0
318,0.23685968,0
319,0.3641581,0
320,0.12988591,0
321,0.10880145,0
322,0.7641418,0
323,0.118361056,0
324,0.10880145,0
325,0.10880145,0
326,0.10880145,0
327,0.1588302,0
328,0.10880145,0
329,0.10880145,0
330,0.10880145,0
331,0.07439848,0
332,0.10880145,0
333,0.10880145,0
334,0.30950287,0
335,0.17264235,0
336,0.10880145,0
337,0.10606765,0
338,0.10880145,0
339,0.10880145,0
340,0.10880145,0
341,0.1495282,0
342,0.10880145,0
343,0.10880145,0
344,0.3554436,0
345,0.10880145,0
346,0.10342425,0
347,0.35037792,0
348,0.38565707,0
349,0.11436804,0
350,0.10227435,0
351,0.33867714,0
352,0.2014093,0
353,0.2014093,0
354,0.34639597,0
355,0.2014093,0
356,0.4185852,0
357,0.2014093,0
358,0.2014093,0
359,0.2014093,0
360,0.2041541,0
361,0.4927244,0
362,0.2014093,0
363,0.2014093,1
364,0.2014093,0
365,0.2014093,0
366,0.36768216,0
367,0.2014093,0
368,0.37305763,0
369,0.2014093,0
370,0.31445405,0
371,0.2014093,0
372,0.21040253,0
373,0.2760694,0
374,0.25314578,0
375,0.18384178,0
376,0.2014093,0
377,0.31202948,0
378,0.2014093,0
379,0.2014093,0
380,0.2014093,0
381,0.517979,0
382,0.9191829,0
383,0.2014093,0
384,0.4284573,0
385,0.22307916,0
386,0.06743869,0
387,0.07261283,0
388,0.06743869,0
389,0.06743869,0
390,0.26013651,0
391,0.06743869,0
392,0.06743869,0
393,0.06743869,0
394,0.06743869,0
395,0.06743869,0
396,0.061507724,0
397,0.06743869,0
398,0.06743869,0
399,0.084247366,0
400,0.14314532,0
401,0.06743869,1
402,0.14070879,0
403,0.06743869,0
404,0.07153819,0
405,0.43876693,0
406,0.06743869,0
407,0.06743869,0
408,0.06818428,0
409,0.4193935,0
410,0.11402803,0
411,0.06743869,0
412,0.06743869,0
413,0.06743869,0
414,0.06743869,0
415,0.06743869,0
416,0.1294575,0
417,0.11705557,0
418,0.06100751,0
419,0.11375802,0
420,0.043679018,0
421,0.18856625,0
422,0.1026626,0
423,0.043679018,0
424,0.043679018,0
425,0.19819187,0
426,0.043679018,0
427,0.23693067,0
428,0.12011082,0
429,0.043679018,0
430,0.050493523,0
431,0.32656094,0
432,0.051333334,0
433,0.043679018,0
434,0.30839655,0
435,0.043679018,0
436,0.12452276,0
437,0.3631482,0
438,0.19158264,0
439,0.039887805,0
440,0.052510507,0
441,0.32442835,0
442,0.07318282,0
443,0.043679018,0
444,0.043679018,0
445,0.043679018,0
446,0.043679018,0
447,0.093997404,0
448,0.025142146,0
449,0.025774514,0
450,0.025774514,0
451,0.025774514,0
452,0.03678167,0
453,0.025774514,0
454,0.021676097,0
455,0.024265872,0
456,0.19749384,0
457,0.025774514,0
458,0.025774514,0
459,0.55256265,0
460,0.25733745,0
461,0.025774514,0
462,0.08478771,0
463,0.025774514,0
464,0.2197264,0
465,0.025774514,0
466,0.025774514,0
467,0.025774514,0
468,0.025774514,0
469,0.025774514,0
470,0.025774514,0
471,0.025774514,0
472,0.025774514,0
473,0.025774514,0
474,0.091305844,0
475,0.4058773,0
476,0.025774514,0
477,0.025774514,0
478,0.025774514,0
479,0.025774514,0
480,0.4514456,0
481,0.47758886,0
482,0.78676546,0
483,0.46127927,0
484,0.46127927,0
485,0.8440644,0
