,file_id,item_orientation,location_on_body,class_name,subject_gender,subject_id,front_back,xmin,ymin,xmax,ymax,cx,cy,location_on_body_decoded,class_name_decoded,item_orientation_decoded,area,height,width
10,S_P_F4_CL_F_RT_LW_V_N_front_0910161750.jpg,F,RT,CL,F,4,front,116,601,160,629,138.0,615.0,Right Thai,Cigarette Lighter,Front,1232,28,44
11,S_N_M6_WB_R_LL_front_0906152317.jpg,HUMAN,HUMAN,HUMAN,M,6,front,27,63,313,881,170.0,472.0,HUMAN,HUMAN,HUMAN,233948,818,286
12,S_P_F3_CK_F_RL_WB_V_LL_front_0910103124.jpg,HUMAN,HUMAN,HUMAN,F,3,front,26,119,307,873,166.5,496.0,HUMAN,HUMAN,HUMAN,211874,754,281
13,S_P_F3_CK_F_RL_WB_V_LL_front_0910103124.jpg,F,RL,CK,F,3,front,91,758,129,824,110.0,791.0,Right Calf,Ceramic Knife,Front,2508,66,38
14,D_N_M5_CK_F_S_WB_F_LT_back_0906104124.jpg,HUMAN,HUMAN,HUMAN,M,5,back,16,67,332,866,174.0,466.5,HUMAN,HUMAN,HUMAN,252484,799,316
15,S_P_F1_CP_L_LA_front_0907112105.jpg,HUMAN,HUMAN,HUMAN,F,1,front,24,127,310,869,167.0,498.0,HUMAN,HUMAN,HUMAN,212212,742,286
16,S_P_F3_KK_L_LL_front_0910111224.jpg,HUMAN,HUMAN,HUMAN,F,3,front,20,143,312,871,166.0,507.0,HUMAN,HUMAN,HUMAN,212576,728,292
17,S_P_F3_KK_L_LL_front_0910111224.jpg,MISSING,MISSING,UNKNOWN,F,3,front,233,673,260,777,246.5,725.0,MISSING,UNKNOWN,MISSING,2808,104,27
18,S_N_F3_LW_F_LL_CL_V_RL_front_0910110816.jpg,HUMAN,HUMAN,HUMAN,F,3,front,22,122,313,874,167.5,498.0,HUMAN,HUMAN,HUMAN,218832,752,291
19,S_N_M4_KC_F_LA_CP_V_RA_back_0905150818.jpg,HUMAN,HUMAN,HUMAN,M,4,back,29,64,292,881,160.5,472.5,HUMAN,HUMAN,HUMAN,214871,817,263
20,S_N_F1_CK_F_LL_WB_V_RL_front_0907094149.jpg,HUMAN,HUMAN,HUMAN,F,1,front,28,120,312,867,170.0,493.5,HUMAN,HUMAN,HUMAN,212148,747,284
21,S_P_M5_MD_F_W_SS_V_W_back_0906085926.jpg,HUMAN,HUMAN,HUMAN,M,5,back,21,72,331,881,176.0,476.5,HUMAN,HUMAN,HUMAN,250790,809,310
22,S_P_M5_MD_F_W_SS_V_W_back_0906085926.jpg,V,W,SS,M,5,back,162,494,209,545,185.5,519.5,Waist,Scissors,Back,2397,51,47
23,S_N_M2_WB_L_LT_back_0904113340.jpg,HUMAN,HUMAN,HUMAN,M,2,back,51,5,325,879,188.0,442.0,HUMAN,HUMAN,HUMAN,239476,874,274
24,S_N_M5_KK_F_C_GA_V_W_front_0906083812.jpg,HUMAN,HUMAN,HUMAN,M,5,front,15,47,336,881,175.5,464.0,HUMAN,HUMAN,HUMAN,267714,834,321
25,S_N_M4_GA_R_W_front_0905153140.jpg,HUMAN,HUMAN,HUMAN,M,4,front,33,48,318,881,175.5,464.5,HUMAN,HUMAN,HUMAN,237405,833,285
26,S_N_F4_GA_F_S_KK_V_LL_front_0910153032.jpg,HUMAN,HUMAN,HUMAN,F,4,front,59,143,277,881,168.0,512.0,HUMAN,HUMAN,HUMAN,160884,738,218
27,S_P_M3_LW_L_LL_front_0905110150.jpg,HUMAN,HUMAN,HUMAN,M,3,front,24,19,324,878,174.0,448.5,HUMAN,HUMAN,HUMAN,257700,859,300
28,S_N_F1_KC_F_LA_CP_V_LA_back_0907095246.jpg,HUMAN,HUMAN,HUMAN,F,1,back,45,144,316,877,180.5,510.5,HUMAN,HUMAN,HUMAN,198643,733,271
29,S_N_M1_MD_R_RL_back_0903160040.jpg,HUMAN,HUMAN,HUMAN,M,1,back,17,31,330,881,173.5,456.0,HUMAN,HUMAN,HUMAN,266050,850,313
30,S_N_M6_GA_L_W_back_0906151433.jpg,HUMAN,HUMAN,HUMAN,M,6,back,44,76,312,881,178.0,478.5,HUMAN,HUMAN,HUMAN,215740,805,268
31,S_P_M2_CP_L_LA_front_0904125547.jpg,HUMAN,HUMAN,HUMAN,M,2,front,33,2,278,879,155.5,440.5,HUMAN,HUMAN,HUMAN,214865,877,245
32,S_P_M2_CP_L_LA_front_0904125547.jpg,MISSING,MISSING,UNKNOWN,M,2,front,262,179,282,248,272.0,213.5,MISSING,UNKNOWN,MISSING,1380,69,20
33,S_N_M1_CK_F_W_WB_V_LT_front_0903144814.jpg,HUMAN,HUMAN,HUMAN,M,1,front,3,21,336,874,169.5,447.5,HUMAN,HUMAN,HUMAN,284049,853,333
34,S_N_M6_CK_F_LT_WB_V_N_front_0906143854.jpg,HUMAN,HUMAN,HUMAN,M,6,front,27,76,307,881,167.0,478.5,HUMAN,HUMAN,HUMAN,225400,805,280
35,S_P_F4_KK_R_LL_front_0910162711.jpg,HUMAN,HUMAN,HUMAN,F,4,front,69,143,292,881,180.5,512.0,HUMAN,HUMAN,HUMAN,164574,738,223
36,S_P_F4_KK_R_LL_front_0910162711.jpg,MISSING,MISSING,UNKNOWN,F,4,front,196,692,243,827,219.5,759.5,MISSING,UNKNOWN,MISSING,6345,135,47
37,S_P_M2_GA_L_LL_back_0904111945.jpg,HUMAN,HUMAN,HUMAN,M,2,back,50,9,323,881,186.5,445.0,HUMAN,HUMAN,HUMAN,238056,872,273
38,S_P_M2_GA_L_LL_back_0904111945.jpg,MISSING,MISSING,UNKNOWN,M,2,back,64,725,91,798,77.5,761.5,MISSING,UNKNOWN,MISSING,1971,73,27
39,S_N_M4_CL_F_W_LW_V_N_back_0905151958.jpg,HUMAN,HUMAN,HUMAN,M,4,back,32,68,298,881,165.0,474.5,HUMAN,HUMAN,HUMAN,216258,813,266
40,S_P_M6_WB_F_S_CK_V_LA_back_0906144245.jpg,HUMAN,HUMAN,HUMAN,M,6,back,48,84,305,881,176.5,482.5,HUMAN,HUMAN,HUMAN,204829,797,257
41,S_N_F2_MD_F_RT_SS_V_LA_front_0907144924.jpg,HUMAN,HUMAN,HUMAN,F,2,front,6,122,316,881,161.0,501.5,HUMAN,HUMAN,HUMAN,235290,759,310
42,S_N_F2_CP_F_RA_KC_V_N_front_0907151118.jpg,HUMAN,HUMAN,HUMAN,F,2,front,1,116,309,881,155.0,498.5,HUMAN,HUMAN,HUMAN,235620,765,308
43,S_N_M5_SS_F_W_MD_V_W_front_0906084747.jpg,HUMAN,HUMAN,HUMAN,M,5,front,26,52,335,881,180.5,466.5,HUMAN,HUMAN,HUMAN,256161,829,309
44,S_N_M5_CP_L_LT_back_0906101824.jpg,HUMAN,HUMAN,HUMAN,M,5,back,25,76,334,881,179.5,478.5,HUMAN,HUMAN,HUMAN,248745,805,309
45,S_P_M6_MD_F_LL_SS_V_LL_back_0906143547.jpg,HUMAN,HUMAN,HUMAN,M,6,back,45,80,304,881,174.5,480.5,HUMAN,HUMAN,HUMAN,207459,801,259
46,S_P_M6_MD_F_LL_SS_V_LL_back_0906143547.jpg,V,LL,SS,M,6,back,73,732,112,826,92.5,779.0,Left Calf,Scissors,Back,3666,94,39
47,S_N_M6_GA_R_LL_front_0906151514.jpg,HUMAN,HUMAN,HUMAN,M,6,front,24,60,313,878,168.5,469.0,HUMAN,HUMAN,HUMAN,236402,818,289
48,S_N_M1_GA_F_W_KK_V_W_front_0903124359.jpg,HUMAN,HUMAN,HUMAN,M,1,front,11,21,336,869,173.5,445.0,HUMAN,HUMAN,HUMAN,275600,848,325
49,S_N_F4_MD_F_LT_SS_V_N_front_0910155050.jpg,HUMAN,HUMAN,HUMAN,F,4,front,64,129,285,881,174.5,505.0,HUMAN,HUMAN,HUMAN,166192,752,221
50,S_N_M3_GA_R_W_front_0905103042.jpg,HUMAN,HUMAN,HUMAN,M,3,front,10,6,317,866,163.5,436.0,HUMAN,HUMAN,HUMAN,264020,860,307
51,S_P_F1_CL_F_C_LW_V_LA_front_0907101541.jpg,HUMAN,HUMAN,HUMAN,F,1,front,14,120,303,866,158.5,493.0,HUMAN,HUMAN,HUMAN,215594,746,289
52,S_P_F4_CP_F_LT_KC_V_N_front_0910161248.jpg,HUMAN,HUMAN,HUMAN,F,4,front,66,143,290,881,178.0,512.0,HUMAN,HUMAN,HUMAN,165312,738,224
53,S_P_F4_CP_F_LT_KC_V_N_front_0910161248.jpg,F,LT,CP,F,4,front,213,573,257,645,235.0,609.0,Left Thai,Cell Phone,Front,3168,72,44
54,S_N_F1_CP_F_RL_KC_V_RL_front_0907101104.jpg,HUMAN,HUMAN,HUMAN,F,1,front,28,126,308,879,168.0,502.5,HUMAN,HUMAN,HUMAN,210840,753,280
55,S_P_M4_KC_F_LA_CP_V_RA_front_0905150801.jpg,HUMAN,HUMAN,HUMAN,M,4,front,47,48,319,875,183.0,461.5,HUMAN,HUMAN,HUMAN,224944,827,272
56,S_P_M4_KC_F_LA_CP_V_RA_front_0905150801.jpg,MISSING,MISSING,UNKNOWN,M,4,front,274,122,302,194,288.0,158.0,MISSING,UNKNOWN,MISSING,2016,72,28
57,S_P_F3_CK_R_RL_back_0910111555.jpg,HUMAN,HUMAN,HUMAN,F,3,back,38,151,316,881,177.0,516.0,HUMAN,HUMAN,HUMAN,202940,730,278
58,S_P_M5_LW_F_RT_CL_V_N_front_0906095345.jpg,HUMAN,HUMAN,HUMAN,M,5,front,15,63,336,881,175.5,472.0,HUMAN,HUMAN,HUMAN,262578,818,321
59,S_P_M5_LW_F_RT_CL_V_N_front_0906095345.jpg,F,RT,LW,M,5,front,102,562,145,623,123.5,592.5,Right Thai,Leather Wallet,Front,2623,61,43
60,S_N_M1_CK_F_RL_WB_V_W_front_0903144426.jpg,HUMAN,HUMAN,HUMAN,M,1,front,4,17,336,877,170.0,447.0,HUMAN,HUMAN,HUMAN,285520,860,332
61,S_N_M3_LW_F_RL_CL_V_RL_front_0905102055.jpg,HUMAN,HUMAN,HUMAN,M,3,front,20,4,320,869,170.0,436.5,HUMAN,HUMAN,HUMAN,259500,865,300
62,S_N_M4_CK_F_RT_WB_V_N_front_0905144614.jpg,HUMAN,HUMAN,HUMAN,M,4,front,37,41,309,881,173.0,461.0,HUMAN,HUMAN,HUMAN,228480,840,272
63,S_P_F1_KC_F_RT_CP_V_LT_back_0907095709.jpg,HUMAN,HUMAN,HUMAN,F,1,back,40,141,309,872,174.5,506.5,HUMAN,HUMAN,HUMAN,196639,731,269
64,S_P_F1_KC_F_RT_CP_V_LT_back_0907095709.jpg,V,LT,CP,F,1,back,100,652,139,724,119.5,688.0,Left Thai,Cell Phone,Back,2808,72,39
65,S_P_F3_MD_L_LL_front_0910111452.jpg,HUMAN,HUMAN,HUMAN,F,3,front,21,135,315,878,168.0,506.5,HUMAN,HUMAN,HUMAN,218442,743,294
66,D_P_M5_GA_F_RT_KK_F_W_back_0906103806.jpg,HUMAN,HUMAN,HUMAN,M,5,back,20,74,328,881,174.0,477.5,HUMAN,HUMAN,HUMAN,248556,807,308
67,D_N_M6_SS_V_RT_MD_V_B_back_0906153347.jpg,HUMAN,HUMAN,HUMAN,M,6,back,42,92,317,881,179.5,486.5,HUMAN,HUMAN,HUMAN,216975,789,275
68,S_P_M6_SS_F_W_MD_V_W_back_0906142648.jpg,HUMAN,HUMAN,HUMAN,M,6,back,42,82,304,881,173.0,481.5,HUMAN,HUMAN,HUMAN,209338,799,262
69,S_P_M6_SS_F_W_MD_V_W_back_0906142648.jpg,V,W,MD,M,6,back,172,428,201,518,186.5,473.0,Waist,Metal Dagger,Back,2610,90,29
70,S_N_F1_GA_F_C_KK_V_LT_front_0907090639.jpg,HUMAN,HUMAN,HUMAN,F,1,front,20,136,301,874,160.5,505.0,HUMAN,HUMAN,HUMAN,207378,738,281
71,S_P_M1_CK_R_RA_back_0903162012.jpg,HUMAN,HUMAN,HUMAN,M,1,back,16,76,328,881,172.0,478.5,HUMAN,HUMAN,HUMAN,251160,805,312
72,S_N_M6_KK_F_LT_GA_V_W_front_0906141853.jpg,HUMAN,HUMAN,HUMAN,M,6,front,25,69,309,879,167.0,474.0,HUMAN,HUMAN,HUMAN,230040,810,284
73,S_N_F1_SS_F_RL_MD_V_RL_back_0907092704.jpg,HUMAN,HUMAN,HUMAN,F,1,back,38,143,309,878,173.5,510.5,HUMAN,HUMAN,HUMAN,199185,735,271
74,S_N_M2_KK_F_RT_GA_V_N_front_0904085208.jpg,HUMAN,HUMAN,HUMAN,M,2,front,33,1,280,873,156.5,437.0,HUMAN,HUMAN,HUMAN,215384,872,247
75,S_P_M3_MD_F_RA_SS_V_LA_front_0905091223.jpg,HUMAN,HUMAN,HUMAN,M,3,front,14,1,314,871,164.0,436.0,HUMAN,HUMAN,HUMAN,261000,870,300
76,S_P_M3_MD_F_RA_SS_V_LA_front_0905091223.jpg,MISSING,MISSING,UNKNOWN,M,3,front,22,98,60,156,41.0,127.0,MISSING,UNKNOWN,MISSING,2204,58,38
77,S_N_M3_CL_L_W_front_0905105914.jpg,HUMAN,HUMAN,HUMAN,M,3,front,26,10,315,875,170.5,442.5,HUMAN,HUMAN,HUMAN,249985,865,289
78,S_P_F4_LW_F_RA_CL_V_RA_front_0910162048.jpg,HUMAN,HUMAN,HUMAN,F,4,front,55,146,288,881,171.5,513.5,HUMAN,HUMAN,HUMAN,171255,735,233
79,S_P_F4_LW_F_RA_CL_V_RA_front_0910162048.jpg,F,RA,LW,F,4,front,60,169,103,223,81.5,196.0,Right Arm,Leather Wallet,Front,2322,54,43
80,S_N_M6_KC_F_LL_CP_V_LL_back_0906145300.jpg,HUMAN,HUMAN,HUMAN,M,6,back,34,77,309,881,171.5,479.0,HUMAN,HUMAN,HUMAN,221100,804,275
81,S_P_M3_LW_F_W_CL_V_N_back_0905101544.jpg,HUMAN,HUMAN,HUMAN,M,3,back,31,35,325,881,178.0,458.0,HUMAN,HUMAN,HUMAN,248724,846,294
82,S_P_M2_WB_F_RT_CK_V_LL_back_0904100227.jpg,HUMAN,HUMAN,HUMAN,M,2,back,67,1,297,881,182.0,441.0,HUMAN,HUMAN,HUMAN,202400,880,230
83,S_P_M2_WB_F_RT_CK_V_LL_back_0904100227.jpg,MISSING,MISSING,UNKNOWN,M,2,back,68,727,118,797,93.0,762.0,MISSING,UNKNOWN,MISSING,3500,70,50
84,S_N_F4_CK_L_LL_front_0910163102.jpg,HUMAN,HUMAN,HUMAN,F,4,front,65,151,291,881,178.0,516.0,HUMAN,HUMAN,HUMAN,164980,730,226
85,D_N_M1_GA_F_RT_KK_F_W_front_0903164009.jpg,HUMAN,HUMAN,HUMAN,M,1,front,5,23,336,874,170.5,448.5,HUMAN,HUMAN,HUMAN,281681,851,331
86,S_N_M4_CP_L_RL_back_0905160025.jpg,HUMAN,HUMAN,HUMAN,M,4,back,40,71,308,881,174.0,476.0,HUMAN,HUMAN,HUMAN,217080,810,268
87,T_N_F2_GA_F_C_KK_F_S_SS_F_RT_back_0907160352.jpg,HUMAN,HUMAN,HUMAN,F,2,back,46,140,333,881,189.5,510.5,HUMAN,HUMAN,HUMAN,212667,741,287
88,S_N_M6_MD_F_LL_SS_V_LL_front_0906143600.jpg,HUMAN,HUMAN,HUMAN,M,6,front,25,71,308,881,166.5,476.0,HUMAN,HUMAN,HUMAN,229230,810,283
89,S_P_M4_GA_F_W_KK_V_W_front_0905141125.jpg,HUMAN,HUMAN,HUMAN,M,4,front,23,27,302,872,162.5,449.5,HUMAN,HUMAN,HUMAN,235755,845,279
90,S_P_M4_GA_F_W_KK_V_W_front_0905141125.jpg,F,W,GA,M,4,front,141,415,237,473,189.0,444.0,Waist,Gun,Front,5568,58,96
91,S_P_F2_MD_F_LT_SS_V_LL_front_0907144714.jpg,HUMAN,HUMAN,HUMAN,F,2,front,8,138,307,875,157.5,506.5,HUMAN,HUMAN,HUMAN,220363,737,299
92,S_P_F2_MD_F_LT_SS_V_LL_front_0907144714.jpg,F,LT,MD,F,2,front,192,489,254,568,223.0,528.5,Left Thai,Metal Dagger,Front,4898,79,62
93,S_P_M4_CL_F_LA_LW_V_W_front_0905151844.jpg,HUMAN,HUMAN,HUMAN,M,4,front,41,58,312,877,176.5,467.5,HUMAN,HUMAN,HUMAN,221949,819,271
94,S_P_M4_CL_F_LA_LW_V_W_front_0905151844.jpg,MISSING,MISSING,CK,M,4,front,263,130,303,179,283.0,154.5,MISSING,Ceramic Knife,MISSING,1960,49,40
95,S_P_M4_MD_F_LL_SS_V_RL_front_0905144216.jpg,HUMAN,HUMAN,HUMAN,M,4,front,41,58,314,874,177.5,466.0,HUMAN,HUMAN,HUMAN,222768,816,273
96,S_P_M4_MD_F_LL_SS_V_RL_front_0905144216.jpg,MISSING,MISSING,CK,M,4,front,236,721,261,812,248.5,766.5,MISSING,Ceramic Knife,MISSING,2275,91,25
97,S_N_F2_CP_L_LL_front_0907154931.jpg,HUMAN,HUMAN,HUMAN,F,2,front,19,124,316,881,167.5,502.5,HUMAN,HUMAN,HUMAN,224829,757,297
98,S_P_M2_MD_F_RT_SS_V_N_back_0904093524.jpg,HUMAN,HUMAN,HUMAN,M,2,back,76,2,302,881,189.0,441.5,HUMAN,HUMAN,HUMAN,198654,879,226
99,S_P_M2_MD_F_RT_SS_V_N_back_0904093524.jpg,V,N,SS,M,2,back,205,507,234,589,219.5,548.0,Hip,Scissors,Back,2378,82,29
100,S_P_M2_SS_F_C_MD_V_W_back_0904091030.jpg,HUMAN,HUMAN,HUMAN,M,2,back,76,7,306,881,191.0,444.0,HUMAN,HUMAN,HUMAN,201020,874,230
101,S_P_M2_SS_F_C_MD_V_W_back_0904091030.jpg,MISSING,MISSING,CK,M,2,back,186,414,236,504,211.0,459.0,MISSING,Ceramic Knife,MISSING,4500,90,50
102,D_N_M5_CK_F_S_WB_F_LT_front_0906104124.jpg,HUMAN,HUMAN,HUMAN,M,5,front,1,56,327,881,164.0,468.5,HUMAN,HUMAN,HUMAN,268950,825,326
103,S_N_M5_MD_F_LT_SS_V_N_front_0906090231.jpg,HUMAN,HUMAN,HUMAN,M,5,front,9,58,331,881,170.0,469.5,HUMAN,HUMAN,HUMAN,265006,823,322
104,S_N_F2_MD_R_RL_back_0907154327.jpg,HUMAN,HUMAN,HUMAN,F,2,back,38,141,328,881,183.0,511.0,HUMAN,HUMAN,HUMAN,214600,740,290
105,S_P_M3_LW_L_LL_back_0905110150.jpg,HUMAN,HUMAN,HUMAN,M,3,back,28,53,313,878,170.5,465.5,HUMAN,HUMAN,HUMAN,235125,825,285
106,S_P_M3_LW_L_LL_back_0905110150.jpg,MISSING,MISSING,CL,M,3,back,71,752,94,798,82.5,775.0,MISSING,Cigarette Lighter,MISSING,1058,46,23
107,S_N_F3_CK_F_RA_WB_V_W_back_0910102704.jpg,HUMAN,HUMAN,HUMAN,F,3,back,52,145,319,881,185.5,513.0,HUMAN,HUMAN,HUMAN,196512,736,267
108,S_P_F4_KK_F_LT_GA_V_W_front_0910153934.jpg,HUMAN,HUMAN,HUMAN,F,4,front,52,128,272,881,162.0,504.5,HUMAN,HUMAN,HUMAN,165660,753,220
109,S_P_F4_KK_F_LT_GA_V_W_front_0910153934.jpg,MISSING,MISSING,UNKNOWN,F,4,front,217,566,246,626,231.5,596.0,MISSING,UNKNOWN,MISSING,1740,60,29
110,S_N_M5_CP_F_W_KC_V_B_back_0906092649.jpg,HUMAN,HUMAN,HUMAN,M,5,back,15,72,328,881,171.5,476.5,HUMAN,HUMAN,HUMAN,253217,809,313
111,S_N_M2_WB_R_W_back_0904113242.jpg,HUMAN,HUMAN,HUMAN,M,2,back,72,9,321,881,196.5,445.0,HUMAN,HUMAN,HUMAN,217128,872,249
112,S_N_M4_CP_F_W_KC_V_W_front_0905151405.jpg,HUMAN,HUMAN,HUMAN,M,4,front,31,43,320,880,175.5,461.5,HUMAN,HUMAN,HUMAN,241893,837,289
113,S_N_F3_GA_F_S_KK_V_B_front_0910094852.jpg,HUMAN,HUMAN,HUMAN,F,3,front,28,123,302,877,165.0,500.0,HUMAN,HUMAN,HUMAN,206596,754,274
114,S_P_F3_LW_L_LL_front_0910151415.jpg,HUMAN,HUMAN,HUMAN,F,3,front,22,133,311,881,166.5,507.0,HUMAN,HUMAN,HUMAN,216172,748,289
115,S_N_M2_KC_F_RA_CP_V_LA_back_0904101537.jpg,HUMAN,HUMAN,HUMAN,M,2,back,51,2,322,881,186.5,441.5,HUMAN,HUMAN,HUMAN,238209,879,271
116,S_N_M1_LW_F_LT_CL_V_W_back_0903153049.jpg,HUMAN,HUMAN,HUMAN,M,1,back,15,80,334,881,174.5,480.5,HUMAN,HUMAN,HUMAN,255519,801,319
117,S_P_F2_GA_R_RT_front_0907153539.jpg,HUMAN,HUMAN,HUMAN,F,2,front,4,110,311,877,157.5,493.5,HUMAN,HUMAN,HUMAN,235469,767,307
118,S_P_F2_GA_R_RT_front_0907153539.jpg,MISSING,MISSING,UNKNOWN,F,2,front,69,513,93,588,81.0,550.5,MISSING,UNKNOWN,MISSING,1800,75,24
119,S_N_M1_GA_F_LT_KK_V_RT_back_0903125335.jpg,HUMAN,HUMAN,HUMAN,M,1,back,7,51,328,881,167.5,466.0,HUMAN,HUMAN,HUMAN,266430,830,321
120,S_N_M4_LW_F_LL_CL_V_RL_back_0905153040.jpg,HUMAN,HUMAN,HUMAN,M,4,back,26,66,303,881,164.5,473.5,HUMAN,HUMAN,HUMAN,225755,815,277
121,D_P_F3_GA_F_RT_KK_F_LT_front_0910151647.jpg,HUMAN,HUMAN,HUMAN,F,3,front,13,134,310,875,161.5,504.5,HUMAN,HUMAN,HUMAN,220077,741,297
122,D_P_F3_GA_F_RT_KK_F_LT_front_0910151647.jpg,F,RT,GA,F,3,front,78,512,145,616,111.5,564.0,Right Thai,Gun,Front,6968,104,67
123,D_P_F3_GA_F_RT_KK_F_LT_front_0910151647.jpg,F,LT,KK,F,3,front,191,486,234,626,212.5,556.0,Left Thai,Kitchen Knife,Front,6020,140,43
124,S_N_M6_SS_F_LA_MD_V_LA_front_0906142605.jpg,HUMAN,HUMAN,HUMAN,M,6,front,22,67,311,871,166.5,469.0,HUMAN,HUMAN,HUMAN,232356,804,289
125,S_N_F3_GA_R_W_back_0910111026.jpg,HUMAN,HUMAN,HUMAN,F,3,back,41,170,322,875,181.5,522.5,HUMAN,HUMAN,HUMAN,198105,705,281
126,S_N_M3_CP_F_RL_KC_V_LL_back_0905095756.jpg,HUMAN,HUMAN,HUMAN,M,3,back,28,15,314,881,171.0,448.0,HUMAN,HUMAN,HUMAN,247676,866,286
127,T_P_F1_GA_F_W_KK_F_C_SS_F_LA_back_0907141310.jpg,HUMAN,HUMAN,HUMAN,F,1,back,45,151,309,878,177.0,514.5,HUMAN,HUMAN,HUMAN,191928,727,264
128,S_P_M1_WB_R_RT_front_0903162705.jpg,HUMAN,HUMAN,HUMAN,M,1,front,5,2,323,874,164.0,438.0,HUMAN,HUMAN,HUMAN,277296,872,318
129,S_P_M1_WB_R_RT_front_0903162705.jpg,R,RT,WB,M,1,front,64,619,100,681,82.0,650.0,Right Thai,Water Bottle,Right,2232,62,36
130,T_P_M6_KC_V_RL_CP_V_N_CL_V_B_back_0906154431.jpg,HUMAN,HUMAN,HUMAN,M,6,back,44,77,309,881,176.5,479.0,HUMAN,HUMAN,HUMAN,213060,804,265
131,T_P_M6_KC_V_RL_CP_V_N_CL_V_B_back_0906154431.jpg,V,N,CP,M,6,back,92,533,137,616,114.5,574.5,Hip,Cell Phone,Back,3735,83,45
132,T_P_M6_KC_V_RL_CP_V_N_CL_V_B_back_0906154431.jpg,V,B,CL,M,6,back,165,351,186,379,175.5,365.0,Back,Cigarette Lighter,Back,588,28,21
133,S_N_F4_SS_F_RL_MD_V_LL_back_0910154717.jpg,HUMAN,HUMAN,HUMAN,F,4,back,69,149,275,860,172.0,504.5,HUMAN,HUMAN,HUMAN,146466,711,206
134,S_P_F3_KK_F_LT_GA_V_N_front_0910095721.jpg,HUMAN,HUMAN,HUMAN,F,3,front,31,138,321,874,176.0,506.0,HUMAN,HUMAN,HUMAN,213440,736,290
135,S_P_F3_KK_F_LT_GA_V_N_front_0910095721.jpg,F,LT,KK,F,3,front,197,486,286,615,241.5,550.5,Left Thai,Kitchen Knife,Front,11481,129,89
136,S_N_M4_SS_R_RT_back_0905153838.jpg,HUMAN,HUMAN,HUMAN,M,4,back,36,67,306,881,171.0,474.0,HUMAN,HUMAN,HUMAN,219780,814,270
137,S_N_F3_CK_F_RA_WB_V_W_front_0910102704.jpg,HUMAN,HUMAN,HUMAN,F,3,front,19,121,304,871,161.5,496.0,HUMAN,HUMAN,HUMAN,213750,750,285
138,S_P_M3_WB_F_S_CK_V_LA_back_0905092439.jpg,HUMAN,HUMAN,HUMAN,M,3,back,21,1,329,881,175.0,441.0,HUMAN,HUMAN,HUMAN,271040,880,308
139,S_P_M3_WB_F_S_CK_V_LA_back_0905092439.jpg,MISSING,MISSING,UNKNOWN,M,3,back,41,93,58,152,49.5,122.5,MISSING,UNKNOWN,MISSING,1003,59,17
140,D_N_M4_KC_V_N_CP_V_LL_front_0905160843.jpg,HUMAN,HUMAN,HUMAN,M,4,front,29,54,317,875,173.0,464.5,HUMAN,HUMAN,HUMAN,236448,821,288
141,S_P_M5_CP_F_W_KC_V_B_back_0906092635.jpg,HUMAN,HUMAN,HUMAN,M,5,back,18,74,326,881,172.0,477.5,HUMAN,HUMAN,HUMAN,248556,807,308
142,S_P_M5_CP_F_W_KC_V_B_back_0906092635.jpg,V,B,KC,M,5,back,155,340,187,379,171.0,359.5,Back,Key Chain,Back,1248,39,32
