,scores,labels
116,0.012434254,0
117,0.010943667,0
118,0.012382299,0
119,0.012382299,0
120,0.017142594,0
121,0.012382299,0
122,0.014054035,0
123,0.011509777,0
124,0.012631656,0
125,0.012382299,0
126,0.012382299,0
127,0.011406929,0
128,0.0076674805,0
129,0.009035841,0
130,0.007816964,0
131,0.0076674805,0
132,0.0076674805,0
133,0.0076674805,0
134,0.0076674805,0
135,0.0076674805,0
136,0.0065102684,0
137,0.007782409,0
138,0.015130906,0
139,0.007127354,0
140,0.0076674805,0
141,0.0076674805,0
142,0.0076674805,0
143,0.0076674805,0
144,0.0076674805,0
145,0.0076674805,0
146,0.008019296,0
147,0.006896386,0
148,0.0076674805,0
149,0.0076674805,0
150,0.0076674805,0
151,0.007482769,0
152,0.008881169,0
153,0.011468355,0
154,0.0076674805,0
155,0.0076674805,0
156,0.0076674805,0
157,0.0077139596,0
158,0.0076674805,0
159,0.0076674805,0
160,0.014232792,0
161,0.014920436,0
162,0.015146473,0
163,0.013763538,0
164,0.015146473,0
165,0.013820855,0
166,0.015146473,0
167,0.015549657,0
168,0.017196393,0
169,0.0143559305,0
170,0.015952202,0
171,0.016173452,0
172,0.014202124,0
173,0.0153627,0
174,0.015146473,0
175,0.015146473,0
176,0.023903055,0
177,0.015146473,0
178,0.02170566,0
179,0.015568332,0
180,0.01885286,0
181,0.016666876,0
182,0.015146473,0
183,0.015146473,0
184,0.015502963,0
185,0.015998779,0
186,0.01660474,0
187,0.013237419,0
188,0.025355326,0
189,0.013303089,0
190,0.015146473,0
191,0.015146473,0
192,0.014910868,0
193,0.020151904,0
194,0.014910868,0
195,0.014910868,1
196,0.01270336,0
197,0.014910868,0
198,0.014910868,0
199,0.014910868,0
200,0.01242326,0
201,0.014910868,0
202,0.017246488,0
203,0.014919609,0
204,0.014910868,1
205,0.014910868,0
206,0.0115920855,0
207,0.013592948,0
208,0.011733646,0
209,0.012940627,0
210,0.014074204,0
211,0.014910868,0
212,0.014910868,0
213,0.015125089,0
214,0.014910868,0
215,0.015125063,0
216,0.014910868,0
217,0.014910868,0
218,0.014465971,0
219,0.014678683,0
220,0.014910868,0
221,0.014910868,0
222,0.015084165,0
223,0.012271024,0
224,0.007813024,0
225,0.007813024,0
226,0.007167972,0
227,0.00782986,0
228,0.008156032,0
229,0.007813024,0
230,0.015014694,0
231,0.007813024,1
232,0.007813024,0
233,0.007813024,0
234,0.007120643,0
235,0.0079998365,0
236,0.0082503855,0
237,0.007522334,0
238,0.0063483994,0
239,0.0072429986,0
240,0.006441315,0
241,0.007813024,0
242,0.007196286,0
243,0.0066349176,0
244,0.0069883596,0
245,0.0071165236,0
246,0.006619024,0
247,0.007813024,0
248,0.007813024,0
249,0.007813024,0
250,0.007813024,0
251,0.007813024,0
252,0.007813024,0
253,0.007813024,0
254,0.015238232,0
255,0.0074549564,0
256,0.028257998,0
257,0.028257998,0
258,0.027286818,0
259,0.025106905,0
260,0.028257998,0
261,0.01727671,0
262,0.024138693,0
263,0.028257998,0
264,0.025725957,0
265,0.037969563,0
266,0.028257998,0
267,0.028257998,0
268,0.026320366,0
269,0.028257998,0
270,0.024152039,0
271,0.033116784,0
272,0.028257998,0
273,0.028257998,0
274,0.028257998,0
275,0.02502402,0
276,0.029192831,0
277,0.028257998,0
278,0.032676563,0
279,0.024243066,0
280,0.027133001,0
281,0.028257998,0
282,0.028257998,0
283,0.027155222,0
284,0.028257998,0
285,0.025733767,0
286,0.028257998,0
287,0.028257998,0
288,0.019161133,0
289,0.01686391,0
290,0.01686391,0
291,0.01686391,1
292,0.01686391,0
293,0.017915167,0
294,0.01686391,0
295,0.016185518,0
296,0.01686391,0
297,0.01686391,0
298,0.01686391,0
299,0.01686391,0
300,0.01686391,0
301,0.015722753,0
302,0.01686391,0
303,0.016651701,0
304,0.012118878,0
305,0.017166387,0
306,0.026262907,0
307,0.01686391,0
308,0.015700763,0
309,0.01686391,0
310,0.014277715,0
311,0.02083856,0
312,0.022400662,0
313,0.01686391,0
314,0.01686391,0
315,0.015719268,0
316,0.012091257,0
317,0.01686391,0
318,0.01686391,0
319,0.01686391,0
320,0.0056229993,0
321,0.005659633,0
322,0.0056229993,0
323,0.0056229993,0
324,0.0056229993,0
325,0.0056229993,0
326,0.0056229993,0
327,0.00544833,0
328,0.0056229993,0
329,0.0053329826,0
330,0.0040374734,0
331,0.007816516,0
332,0.0056229993,0
333,0.0056229993,0
334,0.007246345,0
335,0.0056229993,0
336,0.0056229993,0
337,0.0044004587,0
338,0.006063636,0
339,0.0056229993,0
340,0.008661545,0
341,0.00544865,0
342,0.0056229993,0
343,0.0056229993,0
344,0.004489586,0
345,0.0056229993,0
346,0.004266725,0
347,0.0055724396,0
348,0.0056229993,0
349,0.005702124,0
350,0.0050256127,0
351,0.005619794,0
352,0.011357278,0
353,0.011357278,0
354,0.011357278,0
355,0.011079921,0
356,0.011357278,0
357,0.016493566,0
358,0.011357278,0
359,0.011357278,0
360,0.011357278,0
361,0.011357278,0
362,0.011357278,0
363,0.011357278,0
364,0.008671169,0
365,0.011357278,0
366,0.011357278,0
367,0.01003038,0
368,0.011357278,0
369,0.011357278,0
370,0.013786872,0
371,0.011357278,0
372,0.010164018,0
373,0.011357278,0
374,0.009216921,0
375,0.021217465,0
376,0.010701322,0
377,0.010244233,0
378,0.008467096,0
379,0.011031047,0
380,0.011357278,0
381,0.012132041,0
382,0.012454361,0
383,0.011357278,0
384,0.01183816,0
385,0.011445189,0
386,0.011445189,0
387,0.011445189,0
388,0.012024498,0
389,0.009754207,0
390,0.011445189,0
391,0.011445189,0
392,0.011445189,0
393,0.017653633,0
394,0.020138128,0
395,0.011445189,0
396,0.011445189,0
397,0.011445189,0
398,0.011445189,0
399,0.011644121,0
400,0.011445189,0
401,0.011445189,0
402,0.011445189,0
403,0.0101353405,0
404,0.011445189,0
405,0.011445189,0
406,0.011445189,0
407,0.012000082,0
408,0.011882438,0
409,0.022619061,1
410,0.011445189,0
411,0.009398247,0
412,0.012239989,0
413,0.011762198,0
414,0.011445189,0
415,0.011445189,0
416,0.0093679,0
417,0.008958718,0
418,0.008958718,0
419,0.008338849,0
420,0.0075777834,0
421,0.008958718,0
422,0.010700098,0
423,0.008958718,0
424,0.009661742,0
425,0.008958718,0
426,0.008958718,0
427,0.0060439063,0
428,0.008958718,0
429,0.008958718,0
430,0.008958718,0
431,0.008958718,0
432,0.008958718,0
433,0.008958718,0
434,0.008808632,0
435,0.008958718,0
436,0.008958718,0
437,0.008958718,0
438,0.008958718,0
439,0.008958718,0
440,0.00919047,0
441,0.008958718,0
442,0.007279501,0
443,0.008958718,0
444,0.008958718,0
445,0.009756866,0
446,0.008958718,0
447,0.008958718,0
448,0.0139950225,0
449,0.0139950225,0
450,0.0139950225,0
451,0.0139950225,0
452,0.015902571,0
453,0.013761045,0
454,0.0139950225,0
455,0.013946374,0
456,0.0139950225,0
457,0.0139950225,0
458,0.0139950225,0
459,0.014040445,0
460,0.0139950225,0
461,0.0139950225,0
462,0.0139950225,0
463,0.016386708,0
464,0.012097922,0
465,0.016384214,0
466,0.012346576,0
467,0.0139950225,0
468,0.0139950225,0
469,0.0139950225,0
470,0.0139950225,0
471,0.013137837,0
472,0.016322138,0
473,0.012935717,0
474,0.0139950225,0
475,0.0139950225,0
476,0.0139950225,0
477,0.012882787,0
478,0.0139950225,0
479,0.013898335,0
480,0.008451175,0
481,0.011003649,0
482,0.011297336,1
483,0.01176404,0
484,0.011054858,0
485,0.011107868,0
486,0.011297336,0
487,0.011297336,0
488,0.011297336,0
489,0.011297336,0
490,0.011146795,0
491,0.011345948,0
492,0.009612397,0
493,0.010962052,0
494,0.011297336,0
495,0.011897122,0
496,0.013622695,0
497,0.015018409,0
498,0.011297336,0
499,0.011297336,0
500,0.01093825,0
501,0.011297336,0
502,0.011297336,0
503,0.009773414,0
504,0.011297336,0
505,0.011060336,0
506,0.011297336,0
507,0.011297336,0
508,0.01314667,0
509,0.011297336,0
510,0.011297336,0
511,0.011297336,0
512,0.011163026,0
513,0.010233798,0
514,0.008575031,0
515,0.011037969,0
516,0.011037969,0
517,0.011037969,0
518,0.00834762,0
519,0.008902275,0
520,0.011067149,0
521,0.011037969,0
522,0.011037969,0
523,0.011037969,1
524,0.011037969,0
525,0.011141014,0
526,0.011037969,0
527,0.009557051,0
528,0.010726908,0
529,0.011037969,0
530,0.009336618,0
531,0.015946068,0
532,0.009517168,0
533,0.011037969,0
534,0.011516505,0
535,0.010992617,0
536,0.008337494,0
537,0.011037969,0
538,0.011037969,0
539,0.011037969,0
540,0.012581068,0
541,0.010309074,0
542,0.017448133,0
543,0.010088986,0
544,0.011645741,0
545,0.0116549935,0
546,0.014732602,0
547,0.011645741,0
548,0.011893148,0
549,0.011645741,0
550,0.011645741,0
551,0.015890881,0
552,0.011645741,0
553,0.012764157,0
554,0.010503454,0
555,0.011645741,0
556,0.009081446,0
557,0.010610792,0
558,0.00989203,0
559,0.0114709865,0
560,0.011645741,0
561,0.011645741,0
562,0.011645741,0
563,0.011645741,0
564,0.011645741,0
565,0.010836063,0
566,0.011645741,0
567,0.011645741,0
568,0.011645741,0
569,0.011645741,0
570,0.011645741,0
571,0.011645741,0
572,0.0121946605,0
573,0.009638302,0
574,0.010773045,0
575,0.011645741,0
576,0.011202323,0
577,0.016480098,0
578,0.011155593,0
579,0.011194722,0
580,0.008215579,0
581,0.011202323,0
582,0.010849673,0
583,0.011202323,0
584,0.012098741,0
585,0.010505757,0
586,0.017078593,0
587,0.011202323,0
588,0.011202323,0
589,0.011202323,0
590,0.011202323,0
591,0.010183604,0
592,0.011202323,0
593,0.011188398,0
594,0.011202323,0
595,0.011202323,0
596,0.011202323,0
597,0.010203524,0
598,0.011202323,0
599,0.011202323,0
600,0.011202323,0
601,0.010220176,0
602,0.011202323,0
603,0.011202323,0
604,0.010796015,0
605,0.007908021,0
606,0.011202323,0
607,0.014007031,0
608,0.020353293,0
609,0.020353293,0
610,0.020220615,0
611,0.020353293,0
612,0.022687463,0
613,0.016950352,1
614,0.020353293,0
615,0.011783796,0
616,0.022112487,0
617,0.025961766,0
618,0.020353293,0
619,0.020353293,1
620,0.017933937,0
621,0.020353293,0
622,0.016467651,0
623,0.018554818,0
624,0.017450068,0
625,0.019564442,0
626,0.020353293,0
627,0.020353293,0
628,0.020353293,0
629,0.016329402,0
630,0.0225016,0
631,0.020353293,0
632,0.020353293,0
633,0.020384485,0
634,0.020353293,0
635,0.020353293,0
636,0.020353293,0
637,0.020353293,0
638,0.020353293,0
639,0.020353293,0
640,0.0053291675,0
641,0.005694284,0
642,0.0054190075,0
643,0.005283224,0
644,0.005283224,1
645,0.0074250405,0
646,0.005051833,0
647,0.005283224,0
648,0.005283224,0
649,0.005530321,0
650,0.005283224,0
651,0.005283224,0
652,0.005283224,0
653,0.0048362557,0
654,0.005283224,0
655,0.0054849237,0
656,0.0048837843,0
657,0.005283224,0
658,0.005283224,0
659,0.005283224,0
660,0.005283224,0
661,0.005283224,0
662,0.005283224,0
663,0.005283224,0
664,0.005283224,0
665,0.005283224,0
666,0.005283224,0
667,0.005283224,0
668,0.007967869,0
669,0.005283224,0
670,0.005283224,0
671,0.005283224,0
672,0.016252054,0
673,0.014416691,0
674,0.016252054,0
675,0.016252054,0
676,0.014840241,0
677,0.02801865,0
678,0.016252054,0
679,0.016252054,0
680,0.016252054,0
681,0.015664045,0
682,0.01530386,0
683,0.018731695,0
684,0.019380482,0
685,0.01788307,0
686,0.017838363,0
687,0.016252054,0
688,0.016252054,0
689,0.016252054,0
690,0.014854516,0
691,0.016429018,0
692,0.016252054,0
693,0.020733362,0
694,0.015684739,0
695,0.014760625,0
696,0.016252054,0
697,0.015662014,0
698,0.01626747,0
699,0.016252054,0
700,0.016252054,0
701,0.016252054,0
702,0.015587936,0
703,0.016431687,0
704,0.0040018237,0
705,0.0043285554,0
706,0.0040018237,0
707,0.0040018237,0
708,0.00455281,0
709,0.0040018237,0
710,0.0040018237,0
711,0.0036032484,0
712,0.0040018237,0
713,0.0041245962,0
714,0.003198777,0
715,0.0038253316,0
716,0.0040018237,0
717,0.0039819577,0
718,0.004129178,0
719,0.0040018237,0
720,0.003940702,0
721,0.0040018237,0
722,0.0048204255,0
723,0.0040018237,0
724,0.0040018237,0
725,0.0039914725,0
726,0.0035602914,0
727,0.0026805075,0
728,0.0040018237,0
729,0.0041232784,0
730,0.0040018237,0
731,0.0040018237,0
732,0.0046736486,0
733,0.0056893723,0
734,0.0044578677,0
735,0.0040018237,0
736,0.008734185,0
737,0.008734185,0
738,0.008734185,0
739,0.008734185,0
740,0.008734185,0
741,0.008734185,0
742,0.008734185,0
743,0.009641822,0
744,0.008734185,0
745,0.009500789,0
746,0.008734185,0
747,0.011455481,0
748,0.008734185,0
749,0.008734185,0
750,0.011295417,0
751,0.008734185,0
752,0.008734185,0
753,0.008734185,0
754,0.008734185,0
755,0.015720736,0
756,0.008734185,0
757,0.008734185,0
758,0.008970914,0
759,0.008734185,0
760,0.008734185,0
761,0.017600074,0
762,0.008734185,0
763,0.01070147,0
764,0.008734185,0
765,0.008734185,0
766,0.008724599,0
767,0.008734185,0
768,0.004781656,0
769,0.0042365748,0
770,0.007879324,0
771,0.004781656,0
772,0.004781656,0
773,0.004781656,0
774,0.004781656,0
775,0.004781656,0
776,0.004781656,0
777,0.008834053,0
778,0.004781656,0
779,0.004781656,0
780,0.004781656,0
781,0.004781656,0
782,0.004781656,0
783,0.004781656,0
784,0.0042530866,0
785,0.005487492,0
786,0.004781656,0
787,0.0028387443,0
788,0.0039138133,0
789,0.004781656,0
790,0.004781656,0
791,0.005007637,0
792,0.004781656,0
793,0.0043049757,0
794,0.004781656,0
795,0.004781656,0
796,0.004781656,0
797,0.013941799,0
798,0.004781656,0
799,0.009174149,0
800,0.013295221,0
801,0.013702608,0
802,0.014583318,0
803,0.013876652,0
804,0.014064815,0
805,0.012285679,0
806,0.013702608,1
807,0.013702608,0
808,0.013702608,0
809,0.013702608,0
810,0.013702608,0
811,0.013702608,0
812,0.013702608,0
813,0.016890476,0
814,0.013702608,0
815,0.014533784,0
816,0.012431552,0
817,0.013702608,0
818,0.013702608,0
819,0.015979571,0
820,0.013702608,0
821,0.013702608,1
822,0.013350589,0
823,0.013702608,0
824,0.013702608,0
825,0.013702608,0
826,0.014316847,0
827,0.013702608,0
828,0.013702608,0
829,0.013702608,0
830,0.012006567,0
831,0.013702608,0
832,0.009979138,0
833,0.0073443744,0
834,0.00976265,0
835,0.010860206,0
836,0.009981635,0
837,0.010860206,0
838,0.009759929,0
839,0.007833215,0
840,0.010860206,0
841,0.010605231,0
842,0.010860206,0
843,0.010860206,0
844,0.010869067,0
845,0.010860206,0
846,0.010860206,0
847,0.010719382,0
848,0.010860206,0
849,0.010860206,0
850,0.0114442,0
851,0.010860206,0
852,0.010185675,0
853,0.010469181,0
854,0.010860206,0
855,0.010860206,0
856,0.010908997,0
857,0.010907698,0
858,0.009223019,0
859,0.0085493345,0
860,0.010860206,0
861,0.010860206,1
862,0.010860206,0
863,0.008489168,0
864,0.005282055,0
865,0.0050151083,0
866,0.005055103,0
867,0.005282055,0
868,0.005282055,0
869,0.005282055,0
870,0.006281726,0
871,0.005282055,0
872,0.005282055,0
873,0.005282055,0
874,0.005282055,0
875,0.005074318,0
876,0.005282055,0
877,0.00708098,0
878,0.0068991575,0
879,0.005282055,0
880,0.005282055,0
881,0.0051144403,0
882,0.005282055,0
883,0.0053229057,0
884,0.008677993,0
885,0.005282055,0
886,0.005282055,0
887,0.005282055,0
888,0.007740303,0
889,0.005282055,0
890,0.0056180973,0
891,0.004972211,0
892,0.0062565133,0
893,0.005282055,0
894,0.005282055,0
895,0.0050088065,0
896,0.015053794,0
897,0.015053794,0
898,0.015053794,0
899,0.015489193,0
900,0.015053794,0
901,0.015053794,0
902,0.015053794,0
903,0.015053794,0
904,0.014998231,0
905,0.015987203,0
906,0.015130322,0
907,0.019641554,0
908,0.015053794,0
909,0.015769796,0
910,0.015053794,0
911,0.015492312,0
912,0.015230526,0
913,0.015053794,0
914,0.009772776,0
915,0.015053794,0
916,0.015053794,0
917,0.015053794,0
918,0.015053794,0
919,0.014802401,0
920,0.012379088,0
921,0.015053794,0
922,0.015049733,0
923,0.015207214,0
924,0.010515454,0
925,0.015053794,0
926,0.01596409,0
927,0.015053794,0
928,0.011409352,0
929,0.011409352,0
930,0.011409352,0
931,0.011460092,0
932,0.011409352,0
933,0.009572565,0
934,0.011409352,0
935,0.011409352,0
936,0.011409352,1
937,0.011409352,0
938,0.011409352,0
939,0.010598469,0
940,0.013344088,0
941,0.011453722,0
942,0.011409352,0
943,0.011409352,0
944,0.010308752,0
945,0.011409352,0
946,0.010122538,0
947,0.0110294055,0
948,0.009399655,0
949,0.01004861,0
950,0.012498191,0
951,0.011114282,0
952,0.011409352,0
953,0.011373602,0
954,0.011409352,0
955,0.010098754,0
956,0.011409352,0
957,0.011409352,0
958,0.012957428,0
959,0.010723152,0
960,0.0031267588,0
961,0.0060513183,0
962,0.0031267588,0
963,0.0028403273,0
964,0.002622999,0
965,0.0031267588,0
966,0.0035024898,0
967,0.0031267588,0
968,0.0030541185,0
969,0.0031267588,0
970,0.003217001,0
971,0.005881007,0
972,0.0031267588,0
973,0.0031267588,0
974,0.0031267588,0
975,0.0030982988,0
976,0.00322635,0
977,0.003920296,0
978,0.0031267588,0
979,0.0031267588,0
980,0.0031267588,0
981,0.0031267588,0
982,0.00315505,0
983,0.004873744,0
984,0.004625837,0
985,0.0031678905,0
986,0.0031267588,0
987,0.0023630597,0
988,0.0031267588,0
989,0.0031849185,0
990,0.0031267588,0
991,0.0031267588,0
992,0.016585976,0
993,0.008856956,0
994,0.010038893,0
995,0.012181417,0
996,0.011847902,0
997,0.012181417,0
998,0.01387342,0
999,0.012181417,0
1000,0.012181417,0
1001,0.012674976,0
1002,0.012181417,0
1003,0.010860299,0
1004,0.012181417,0
1005,0.012181417,0
1006,0.012181417,0
1007,0.012181417,0
1008,0.011369491,0
1009,0.009317347,0
1010,0.008731081,0
1011,0.012181417,0
1012,0.012181417,0
1013,0.012181417,0
1014,0.012181417,0
1015,0.012181417,0
1016,0.012181417,0
1017,0.008748889,0
1018,0.012181417,0
1019,0.010895824,0
1020,0.012181417,0
1021,0.010504108,0
1022,0.009496958,0
1023,0.012045712,0
1024,0.005992952,0
1025,0.005992952,0
1026,0.005992952,0
1027,0.005992952,0
1028,0.0042101042,0
1029,0.0057776547,0
1030,0.005992952,0
1031,0.005992952,0
1032,0.005992952,0
1033,0.0055835894,0
1034,0.005992952,0
1035,0.0061339024,0
1036,0.004341385,0
1037,0.0060116122,0
1038,0.005992952,0
1039,0.007772726,0
1040,0.005992952,0
1041,0.005992952,0
1042,0.005992952,0
1043,0.008703711,0
1044,0.005992952,0
1045,0.005992952,0
1046,0.005992952,0
1047,0.005992952,0
1048,0.0058311173,0
1049,0.005992952,0
1050,0.005992952,0
1051,0.005992952,0
1052,0.005992952,0
1053,0.0056222337,0
1054,0.0070086294,0
1055,0.005992952,0
1056,0.007437815,0
1057,0.008054654,0
1058,0.007437815,0
1059,0.007437815,0
1060,0.0066062147,0
1061,0.007437815,0
1062,0.007437815,0
1063,0.007437815,0
1064,0.007437815,0
1065,0.0064132595,0
1066,0.007437815,0
1067,0.007437815,0
1068,0.007437815,0
1069,0.007437815,0
1070,0.006789831,0
1071,0.0070619895,0
1072,0.0074368035,0
1073,0.0076604476,0
1074,0.007437815,0
1075,0.007437815,0
1076,0.0056860107,0
1077,0.007437815,0
1078,0.0055195005,0
1079,0.005578041,0
1080,0.012781828,0
1081,0.006821896,0
1082,0.0074761724,0
1083,0.007642972,0
1084,0.007437815,0
1085,0.006140705,0
1086,0.007437815,1
1087,0.007437815,0
1088,0.011426094,0
1089,0.011628915,0
1090,0.023116892,0
1091,0.011628915,0
1092,0.011628915,0
1093,0.011172915,0
1094,0.011829629,0
1095,0.015525542,0
1096,0.011464919,0
1097,0.011228507,0
1098,0.011628915,0
1099,0.012449661,0
1100,0.011628915,0
1101,0.0074856966,0
1102,0.017149633,0
1103,0.011628915,0
1104,0.011538105,0
1105,0.012165514,0
1106,0.011628915,0
1107,0.011628915,1
1108,0.0112723885,0
1109,0.013236382,0
1110,0.010402643,0
1111,0.01306135,0
1112,0.012054067,0
1113,0.010556327,0
1114,0.011628915,0
1115,0.011628915,0
1116,0.011628915,0
1117,0.012281527,0
1118,0.011628915,0
1119,0.012735573,0
1120,0.008279489,0
1121,0.008482032,0
1122,0.0071860985,0
1123,0.008279489,0
1124,0.007686793,0
1125,0.008525323,0
1126,0.008811466,0
1127,0.008774975,0
1128,0.008279489,0
1129,0.008279489,0
1130,0.008843048,0
1131,0.0075477725,0
1132,0.0070844577,0
1133,0.008279489,0
1134,0.008540086,0
1135,0.008137681,0
1136,0.009193756,0
1137,0.0077440944,0
1138,0.009028067,0
1139,0.008415067,0
1140,0.008279489,0
1141,0.008279489,0
1142,0.008279489,0
1143,0.0152744455,0
1144,0.008279489,0
1145,0.008279489,0
1146,0.007818913,0
1147,0.0072793034,0
1148,0.011690245,0
1149,0.0075658695,0
1150,0.008279489,0
1151,0.010090574,0
1152,0.011595072,0
1153,0.011595072,0
1154,0.011595072,0
1155,0.011595072,0
1156,0.011595072,0
1157,0.011595072,0
1158,0.011048656,0
1159,0.011595072,0
1160,0.013004062,0
1161,0.008032504,0
1162,0.011595072,0
1163,0.011595072,0
1164,0.011595072,0
1165,0.009745165,0
1166,0.010759334,0
1167,0.011595072,0
1168,0.0072057294,0
1169,0.011090308,0
1170,0.016175546,0
1171,0.011595072,0
1172,0.011595072,0
1173,0.011595072,0
1174,0.011595072,0
1175,0.011595072,0
1176,0.011595072,0
1177,0.008103821,0
1178,0.011595072,0
1179,0.011595072,0
1180,0.011595072,0
1181,0.011595072,0
1182,0.010518506,0
1183,0.011595072,0
1184,0.005945066,0
1185,0.0069379117,0
1186,0.004866876,0
1187,0.0069379117,0
1188,0.0069379117,0
1189,0.0069379117,0
1190,0.005124933,0
1191,0.006861561,0
1192,0.0053693685,0
1193,0.004950135,0
1194,0.0069379117,0
1195,0.0069379117,0
1196,0.0066158706,0
1197,0.0067268885,0
1198,0.0069379117,0
1199,0.0069379117,0
1200,0.0056101438,0
1201,0.0069379117,0
1202,0.0069379117,0
1203,0.0066384356,0
1204,0.0067757713,0
1205,0.0069379117,0
1206,0.0069379117,0
1207,0.006226659,0
1208,0.006093462,0
1209,0.0060977684,0
1210,0.008548893,0
1211,0.00631835,0
1212,0.0069379117,0
1213,0.0069379117,0
1214,0.008079266,0
1215,0.0058159507,0
1216,0.0012924271,0
1217,0.002222164,0
1218,0.0012924271,0
1219,0.0012924271,0
1220,0.0012924271,0
1221,0.0012924271,0
1222,0.0012411894,0
1223,0.0012924271,0
1224,0.0012924271,0
1225,0.0012924271,0
1226,0.0012924271,0
1227,0.0012168761,0
1228,0.0014465746,0
1229,0.0014017582,0
1230,0.0012924271,0
1231,0.0012924271,0
1232,0.0012924271,0
1233,0.0017259198,0
1234,0.0011610992,0
1235,0.0012924271,0
1236,0.0014176134,0
1237,0.0012924271,0
1238,0.0012924271,0
1239,0.0012924271,0
1240,0.0012924271,0
1241,0.0012924271,0
1242,0.0012924271,0
1243,0.0010772464,0
1244,0.0011562009,0
1245,0.0012924271,0
1246,0.0013500985,0
1247,0.0012924271,0
1248,0.014134492,0
1249,0.017984768,0
1250,0.011597876,0
1251,0.015659897,0
1252,0.013030423,0
1253,0.013030423,0
1254,0.013030423,0
1255,0.013030423,0
1256,0.013036416,0
1257,0.013030423,0
1258,0.012656571,0
1259,0.013030423,0
1260,0.013030423,0
1261,0.012108235,0
1262,0.0113269305,0
1263,0.013030423,0
1264,0.013030423,0
1265,0.013030423,0
1266,0.010405649,0
1267,0.013356549,0
1268,0.0102448715,0
1269,0.012074958,0
1270,0.013400978,0
1271,0.013030423,0
1272,0.012212965,0
1273,0.013030423,0
1274,0.013030423,0
1275,0.013030423,0
1276,0.009073091,0
1277,0.01022329,0
1278,0.014507787,0
1279,0.013030423,0
1280,0.0127135,0
1281,0.0127135,0
1282,0.0127135,0
1283,0.01845954,0
1284,0.0127135,0
1285,0.014853858,0
1286,0.008697288,0
1287,0.009548868,0
1288,0.0127135,0
1289,0.0127135,0
1290,0.0127135,0
1291,0.0127135,0
1292,0.0127135,0
1293,0.0127135,0
1294,0.0127135,0
1295,0.011909852,0
1296,0.011600452,0
1297,0.0127135,0
1298,0.012596603,0
1299,0.01112433,0
1300,0.0127135,0
1301,0.0127135,0
1302,0.0127135,0
1303,0.029837072,0
1304,0.0127135,0
1305,0.0127135,0
1306,0.0127135,0
1307,0.0127135,0
1308,0.0103862565,0
1309,0.0127135,0
1310,0.014625139,0
1311,0.0129826935,0
1312,0.0027450076,0
1313,0.0027450076,0
1314,0.0028255784,0
1315,0.0027450076,0
1316,0.0027589924,0
1317,0.0027096313,0
1318,0.0027450076,0
1319,0.0031292925,0
1320,0.0029921904,0
1321,0.0027450076,0
1322,0.0027450076,0
1323,0.0027450076,0
1324,0.0025943725,0
1325,0.0027450076,0
1326,0.0026255087,0
1327,0.0027450076,0
1328,0.0027450076,0
1329,0.0047044894,0
1330,0.0026941402,0
1331,0.0027450076,0
1332,0.0027593512,0
1333,0.0027450076,0
1334,0.0022291432,0
1335,0.00285779,0
1336,0.0027450076,0
1337,0.0027450076,0
